text,category,region,organization
ขอให้ กรมเจ้าท่า คค. กรมชลประทาน และ อปท. บูรณาการในการแก้ไขปัญหาผักตบชวาในแม่น้ำและคลอง โดยสภาผู้แทนราษฎรได้ส่งเรื่องให้ คค. กษ. และ มท. พิจารณาโดยตรงแล้ว,สิ่งแวดล้อม,นนทบุรี,คค.
ขอให้พิจารณาจัดสรรงบประมาณสนับสนุนการปฏิสังขรณ์ติดตั้งเตาเผาศพแบบปลอดมลพิษให้แก่วัดท่าสว่าง อ.กระสัง จ.บุรีรัมย์ รวมทั้งวัดต่าง ๆ ทั่วประเทศ,อื่น ๆ,บุรีรัมย์,พศ.
ขอให้รัฐบาลเปิดเผยข้อมูลเกี่ยวกับการบริหารจัดการและกระจายวัคซีนป้องกันการติดเชื้อไวรัสโคโรนา 2019 (COVID - 19) ทั่วประเทศและจัดวัคซีนที่มีคุณภาพให้ประชาชนจังหวัดนครพนม เพื่อให้เกิดความเสมอภาคเท่าเทียมกัน,สาธารณสุข,ทุกภูมิภาค,สธ.
ขอให้เยียวยากลุ่มแรงงานที่อยู่ในระบบประกันสังคมตาม ม๓๓ แห่ง พ.ร.บ. ประกันสังคม พ.ศ. ๒๕๓๓ ซึ่งได้รับผลกระทบจากสถานการณ์การแพร่ระบาดของโรคโควิด - 19,แรงงาน,ทุกภูมิภาค,รง.
ขอให้แก้ไขปัญหาไฟส่องสว่างบนเกาะกลางถนนพหลโยธิน กิโลเมตรที่ ๑๒๐ - ๑๒๑ บริเวณที่กลับรถหน้าห้างหุ้นส่วนจำกัด โรงสี พ.แสงวัฒนา ตำบลห้วยบง อำเภอเฉลิมพระเกียรติ จังหวัดสระบุรี ที่มีปัญหาติดๆดับๆ ส่งผลให้เกิดอุบัติเหตุกับประชาชนที่ข้ามถนนบ่อยครั้ง รวมทั้งบริเวณศาลารอรถโดยสารมีแสงสว่างน้อยอาจทำให้ประชาชนที่ยืนรอรถเกิดอันตราย ตลอดจนขอให้สถานีตำรวจภูธรเฉลิมพระเกียรติมอบหมายเจ้าหน้าที่ตำรวจมาดูแลเรื่องการข้ามถนนของเด็กนักเรียนและผู้ปกครองในช่วงเปิดการศึกษาของโรงเรียนวัดใหม่สามัคคีธรรม ตำบลพุแค อำเภอเฉลิมพระเกียรติ จังหวัดสระบุรี,โครงสร้างพื้นฐานและสาธารณูปโภค,สระบุรี,ตร.
ขอให้แก้ไขปัญหาความเดือดร้อนของประชาชนใน อ.สัตหีบ จ.ชลบุรี ที่ไม่ได้รับการลดค่าไฟฟ้า เนื่องจากกิจการไฟฟ้ากองทัพเรือไม่ได้อยู่ในรายชื่อผู้ให้บริการไฟฟ้าตามมติ ครม. วันที่ ๑๙ เมษายน ๒๕๖๕ รวมทั้งขอให้พิจารณายกระดับกิจการไฟฟ้ากองทัพเรือให้เทียบเท่า กฟภ. หรือให้ กฟภ. เข้ามาบริหารจัดการ,โครงสร้างพื้นฐานและสาธารณูปโภค,ชลบุรี,กห.
ขอให้รัฐมนตรีหรือหน่วยงานของรัฐแจ้งผลการปฏิบัติงานการแก้ไขปัญหาความเดือดร้อนของประชาชนตามข้อปรึกษาหารือ โดยขอให้แจ้งผลการดำเนินการให้ชัดเจน เพื่อให้สมาชิกสภาผู้แทนราษฎร ที่ได้ปรึกษาหารือนำกลับไปแจ้งประชาชนในพื้นที่ที่อยู่ในข้อปรึกษาหารือได้ทราบต่อไป,การบริหารราชการแผ่นดิน,ทุกภูมิภาค,ตร.
"ขอให้เร่งรัดจ่ายเงินชดเชยแก่สมาชิกกลุ่มเลี้ยงหมูอินเตอร์ ๘๘ ฟาร์ม ของสหกรณ์สันป่าตอง ๗๖ ครัวเรือน และสหกรณ์ห้วยมะนาว อ.แม่วาง ๖ ครัวเรือน อ.หางดง ๒ ครัวเรือน ซึ่งเป็นเกษตรกรในพื้นที่ จ.เชียงใหม่ ที่ได้รับผลกระทบจากภาวะโรคระบาดจนทำให้สูญเสียหมู จำนวน ๔,๘๓๖ ตัว เพื่อเป็นการช่วยเหลือด้านความเป้นอยู่ การประกอบอาชีพ และภาระหนี้สินของประชาชน",โรคระบาดพืชและสัตว์,เชียงใหม่,กษ.
เนื่องจากการเดินทางลงพื้นที่ของโครงการสมาชิกวุฒิสภาพบประชาชนพบว่าประชาชนที่อาศัยอยู่ในพื้นที่หมู่ที่ ๓ และหมู่ที่ ๕ ตำบลนาเลิง อำเภอเสลภูมิ จังหวัดร้อยเอ็ด ได้รับความ เดือดร้อนจากปัญหาตลิ่งทรุดเพราะเป็นพื้นที่ริมแม่น้ำชี โดยพื้นที่ดังกล่าวเป็นพื้นที่ประสบปัญหาน้ำท่วมแต่เมื่อระดับน้ำลดลง ตลิ่งริมแม่น้ำจะทรุดตัวทำให้บ้านเรือนหลายหลังในพื้นที่หมู่ที่ ๓ พังทลายลง สำหรับพื้นที่หมู่ที่ ๕ ถนนที่รถยนต์เคยสัญจรริมแม่น้ำได้ทรุดตัวลงจนเหลือพื้นผิวสำหรับรถจักรยานยนต์และรถจักรยานเท่านั้น ที่ผ่านมาส่วนราชการได้แก้ไขโดยนำท่อนไม้จากต้นยูคาลิปตัสไปปักตามแนวตลิ่งแล้วนำดินไปถมเท่านั้น เมื่อถึงฤดูน้ำหลากก็พัดพาดินดังกล่าวไปหมด จึงเสนอให้จัดทำแนวป้องกันตลิ่งทรุดอย่างถาวรตลอดทั้งแนวจากเดิมที่มีแนวกั้นถาวรเพียงบางช่วงซึ่งไม่สามารถแก้ไขปัญหาในภาพรวมได้ และขอสอบถามข้อมูลเพิ่มเติม ดังนี้ ๑. รัฐบาลได้สำรวจความเสียหายในลักษณะดังกล่าวข้างต้นของทั้ง ๒๒ ลุ่มน้ำทั่วประเทศหรือไม่ ๒. รัฐบาลได้วางแผนงานโครงการ และงบประมาณในการก่อสร้างแนวป้องกันตลิ่งทรุดไว้หรือไม่ ๓. รัฐบาลมีแผนที่จะบริหารจัดการปัญหาดังกล่าวในระยะยาวอย่างไร,สาธารณภัย,ร้อยเอ็ด,มท.
ขอให้ มท. โดยกรมโยธาธิการและผังเมือง คค. โดยกรมเจ้าท่า ทส. โดยกรมทรัพยากรทางทะเลและชายฝั่ง ได้มีการวางแผนประชุมร่วมกับจังหวัดสมุทรปราการ และองค์การบริหารส่วนจังหวัดสมุทรปราการ เพื่อป้องกันปัญหาน้ำท่วมจากน้ำทะเลหนุนสูงโดยเร่งด่วน เนื่องจากเมื่อวันที่ ๘ พ.ย. ๖๔ จังหวัดสมุทรปราการ มีน้ำทะเลหนุนสูงกว่าระดับน้ำทะเลปานกลาง ๑.๕๗ เมตร ทำให้มีน้ำทะเลท่วมสูง ๓๐ - ๖o เซนติเมตร มีผลกระทบต่อสถานที่ลุ่มต่ำและประชาชนที่อาศัยอยู่บริเวณติดริมแม่น้ำเจ้าพระยาในพื้นที่อำเภอเมืองสมุทรปราการ อำเภอพระประแดง อำเภอบางบ่อ และอำเภอพระสมุทรเจดีย์ จังหวัดสมุทรปราการ,สาธารณภัย,สมุทรปราการ,คค.
ขอให้หน่วยงานที่ี่เกี่ยวข้องช่วยเหลือและเยียวยาฟื้นพูผู้ประกอบการธุรกิจนำเที่ยวตลาดจีนที่ได้รับความเดือดร้อนจากการระบาดของโรคติดเชื้อไวรัสโดโรนนา 2019 (COVID - 19),การท่องเที่ยว,ภูเก็ต,ททท.
ขอให้หน่วยงานที่เกี่ยวข้องแก้ไขปัญหาเว็บไซต์ (website) แสดงความเห็นต่อร่าง พ.ร.บ.ควบคุมเครื่องดื่มแอลกอฮอล์ (ฉบับที่ ..) พ.ศ. .... ไม่สามารถดำเนินการได้ เนื่องจากได้รับการร้องเรียนจากประชาชนในพื้นที่ กทม. เกี่ยวกับเครือข่ายคราฟท์เบียร์ ที่หน่วยงานรัฐได้เปิดรับฟังความคิดเห็นจากภาคประชาชนต่อร่างกฎหมายดังกล่าวแต่ประชาชนไม่สามารถเข้าไปแสดงความคิดเห็นต่อกฎหมายในเว็บไซต์ได้,สาธารณสุข,กรุงเทพมหานคร,สธ.
ขอให้หน่วยงานที่เกี่ยวข้องดำเนินการบรรจุพื้นที่ของ จ.นครศรีธรรมราช เข้าแผนพัฒนาเศรษฐกิจและสังคมแห่งชาติ เนื่องจากมีสถานที่ท่องเที่ยว โบราณสถานและประวัติศาสตร์ที่มีความสำคัญหลายแห่ง ตลอดจนขอให้ปรับปรุงถนนเส้นทาง นศ.ถ. ๑ - ๐๐๖๘ ที่มีสภาพชำรุด เนื่องจากเป็นเส้นทางของแหล่งท่องเที่ยวหลายแห่ง,ศิลปะ วัฒนธรรม ศาสนา,นครศรีธรรมราช,มท.
กรณีได้รับการร้องเรียนจากสมาชิกกองทุนหมู่บ้านใน จ. กำแพงเพชร เรื่องการชำระหนี้กองทุนหมู่บ้าน เนื่องจากสมาชิกส่วนใหญ่ประกอบอาชีพเกษตรกรรม และประสบปัญหาการแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (COVID - 19) ปัญหาภัยแล้ง และปัญหาพืชผลเกษตรกรรมตกต่ำ ส่งผลให้เกิดผลกระทบกับรายได้ที่จะนํามาชําระหนี้ให้กับกองทุนดังกล่าว ดังนั้น จึงขอให้หน่วยงานที่เกี่ยวข้องพิจารณาดําเนินการโดยเร่งด่วนในการพักชําระหนี้ทั้งเงินต้นและดอกเบี้ยเป็นเวลา ๓ ปี ให้กับสมาชิกกองทุนหมู่บ้านและชุมชนเมือง เพื่อบรรเทา ความเดือดร้อนให้กับประชาชน,หนี้สิน เศรษฐกิจฐานราก,กำแพงเพชร,สทบ.
ขอขอบคุณ นรม. และ ครม. ที่มีมติเห็นชอบให้ค่าตอบแทนเพิ่มเติมพิเศษเป็นระยะเวลา ๗ เดือน วงเงิน ๖๙๙ ล้านบาท ให้กับกำนัน ผู้ใหญ่บ้าน ที่ได้ทำงานรับมือโรค COVID - 19 ทั้งนี้ ขอให้พิจารณาว่าเงินจำนวนดังกล่าวอาจน้อยเกินไปหรือไม่,อื่น ๆ,ทุกภูมิภาค,มท.
ขอให้กรมการขนส่งทางบก คค.และ ตร. พิจารณาดำเนินการ เรื่องการหักคะแนนผู้ขับขี่ยานพาหนะ หรือการไม่ให้ต่อทะเบียนภาษีรถยนต์ โดยเร่งด่วน เนื่องจากมีการหารือกันมานานแล้วแต่ปัจจุบันยังไม่มีความคืบหน้าเพื่อทำให้ผู้ขับขี่ยานพาหนะเกรงกลัวต่อการกระทำผิดกฎหมายจราจรมากขึ้น,การคมนาคม การจราจรหรืออุบัติเหตุ,ทุกภูมิภาค,ตร.
ขอให้รัฐบาลจัดสรรงบประมาณค่าอาหารให้เพียงพอสำหรับผู้กักตัวและรักษาตัวอยู่ที่บ้านจากการติดเชื้อโควิด - 19 และรายงานรายชื่อผู้กักตัวและรักษาตัวในระบบให้รวดเร็ว เพื่อให้ผู้ใหญ่บ้านและเจ้าหน้าที่ที่เกี่ยวข้องสามารถเบิกค่าอาหารได้เนื่องจากเกิดกรณีที่ประชาชนที่กักตัวและรักษาตัวอยู่ที่บ้านในพื้นที่ตำบลป่าไผ่ และตำบลหนองจ๊อม อำเภอสันทราย จังหวัดเชียงใหม่ โดยผู้ใหญ่บ้านต้องใช้เงินส่วนตัวซื้ออาหารนำมาให้กับผู้กักตัวและรักษาตัวอยู่ที่บ้าน ทั้ง ๓ มื้อ,สาธารณสุข,เชียงใหม่,สธ.
ขอให้ สธ. จัดสรรงบประมาณในการก่อสร้างอาคารโรงพยาบาลของรัฐในการดูแลด้านสุขภาพให้แก่ประชาชน เนื่องจากโรงพยาบาลหลายแห่งถูกตัดงบประมาณการสร้างอาคาร เพราะไม่ได้มีการประเมินผลกระทบสิ่งแวดล้อม (EIA)ทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ สธ. พิจารณาโดยตรงแล้ว,สาธารณสุข,ทุกภูมิภาค,สธ.
ขอให้แก้ไขปัญหาการจราจรติดขัดบริเวณสถานีรถไฟหน้าสถานีตำรวจภูธรคูคต อ.ลำลูกกา จ.ปทุมธานี เนื่องจากได้รับการร้องเรียนจากประชาชนในเขตเทศบาลเมืองคูคต และเทศบาลเมืองลำสามแก้ว จ.ปทุมธานี,การคมนาคม การจราจรหรืออุบัติเหตุ,ปทุมธานี,ตร.
ขอให้ตรวจสอบการปราบปรามการชุมนุมเมื่อวันที่ ๑๔ พ.ย. ๖๔ ที่ทำให้ประชาชนได้รับบาดเจ็บจากกระสุนปืนไม่ทราบฝ่าย เพื่อสร้างความเป็นธรรมและป้องกันไม่ให้เกิดการทำร้ายประชาชนขึ้นอีกครั้ง,การเมือง,ทุกภูมิภาค,ตร.
กรณีขอให้รัฐบาลเร่งรัดเรื่องการเยียวยาให้กับประชาชน ในจังหวัดนครศรีธรรมราชและจังหวัดใกล้เคียงที่ได้รับผลกระทบ จากอุทกภัย โดยเฉพาะอย่างยิ่งพื้นที่ทางการเกษตรที่ได้รับความเสียหายเช่น สวน ไร่นา ปศุสัตว์ ประมง รวมทั้ง เร่งฟื้นฟูเส้นทางคมนาคมที่ได้รับความเสียหายโดยเร็ว,สาธารณภัย,นครศรีธรรมราช,คค.
"ขอให้รัฐบาลเร่งรัดดำเนินการตามนโยบายละเมิดทรัพย์สินทางปัญญา กรณีมีผู้เลียนแบบเครื่องหมายทางการค้า ""Safe"" ของบริษัท จิตต์ไฟเบอร์กลาส ซัพพลาย จำกัด",อื่น ๆ,กรุงเทพมหานคร,สปน.
ขอให้ตรวจสอบและเร่งรัดการดำเนินคดีผู้บุกรุกที่ดินของรัฐ ในพื้นที่หมู่ที่ ๔ และหมู่ที่ ๕ ต.พังราด หมู่ที่ ๑๑ ต.กองดิน อ.แกลง จ.ระยอง รวมทั้งขอให้รังวัดสอบเขตจัดทำแนวเขตเพื่อป้องกันการบุกรุกที่ดิน,ที่ดินทำกิน,ระยอง,มท.
ขอให้ปราบปราม จับกุม และกวดขัน ตู้ม้า ตู้เกมส์ แหล่งมั่วสุมของเยาวชนและประชาชนที่มีจำนวนมากในพื้นที่ ต.หนองแวง ต.พระบุ ต.ขามป้อม ต. บ้านโต้น ต.พระยืน จ.ขอนแก่น,อาชญากรรม ยาเสพติดและการพนัน,ขอนแก่น,มท.
ขอให้เพิ่มจังหวัดบึงกาฬ จังหวัดเลย และจังหวัดหนองบัวลำภู เป็นพื้นที่ระเบียงเศรษฐกิจพิเศษภาคตะวันออกเฉียงเหนือตอนบน โดยกรณีดังกล่าวได้เคยมีการติดตามไปยัง สศช. กพศ. และ ครม. แล้ว เพื่อขอให้กำหนดพื้นที่ระเบียงเศรษฐกิจที่มีอยู่แล้วตามราชกิจจานุเบกษาที่ได้ดำเนินการตั้งแต่วันที่ ๔ กุมภาพันธ์ ๒๕๖๔ แต่ยังไม่มีรายชื่อจังหวัดที่ควรได้รับการปรับปรุงเพิ่มเติม ได้แก่ จังหวัดบึงกาฬ จังหวัดเลย และจังหวัดหนองบัวลำภู,เศรษฐกิจ การคลัง,"บึงกาฬ, เลย, หนองบัวลำภู",สศช.
"ขอให้หน่วยงานที่เกี่ยวข้องดำเนินการแก้ไขปัญหาความเดือดร้อนของประชาชนโดยเร่งด่วน ด้วยการคืนงบประมาณยุทธศาสตร์ จำนวน ๒๔,๖๗๕,๐๐๐ บาท ให้แก่โรงเรียนบ้านห้วยเหลือง และก่อสร้างถนนลาดยางเข้าสู่หมู่บ้านห้วยเหลือง ต.แม่ท้อ อ.เมืองตาก จ.ตาก ซึ่งอยู่ในพื้นที่อนุรักษ์ป่าสงวน จึงทำให้สัญญาตามงบประมาณยุทธศาสตร์ถูกยกเลิก รวมทั้ง ขอให้ศึกษากลุ่มชายขอบ กลุ่มเปราะบางทุกกลุ่มวัฒนธรรมชาติพันธุ์ให้มีความเท่าเทียมกัน หลุดพ้นจากความเหลื่อมล้ำของประเทศ และขอให้จัดระบบสาธารณูปโภคขั้นพื้นฐานให้กับทุกชุมชนในประเทศไทยอย่างเท่าเทียมกัน",ความหลากหลายทางสังคม,ตาก,มท.
"ขอให้หน่วยงานที่เกี่ยวข้องดำเนินการแก้ไขปัญหาหนี้สินครูทั่วประเทศ จากโครงการฌาปนกิจสงเคราะห์ช่วยเพื่อนครูและบุคลากรทางการศึกษา (ช.พ.ค.) ประมาณ ๔๐๐,๐๐๐ กว่ารายโดยศาลปกครองกลางได้มีคำสั่งให้หักเงินเดือนของครูไปชำระหนี้ ทำให้เหลือเงินเดือนใช้จ่ายเพียงร้อยละ ๓๐ ส่งผลให้ครูที่เกษียณอายุราชการมีภาระหนี้มากขึ้นเพราะรายได้จากเงินบำนาญมีจำนวนน้อยลง จึงขอให้ตั้งคณะกรรมการแก้ไขหนี้สินครูแบบบูรณาการจากหน่วยงานที่เกี่ยวข้อง และขอให้ธนาคารออมสินพิจารณาผ่อนผันการชำระหนี้และชะลอการยึดทรัพย์ของครูผู้ค้ำประกันโดยสภาผู้แทนราษฎรได้ส่งเรื่องให้ ศธ. และ กค. พิจารณาโดยตรงแล้ว",หนี้สิน เศรษฐกิจฐานราก,ทุกภูมิภาค,กค.
กรณีขอให้หน่วยงานที่เกี่ยวข้องพิจารณาให้ความช่วยเหลือนักเรียนระดับมัธยมศึกษาให้ได้รับสิทธิตามโครงการคนละครึ่ง เนื่องจากมีอายุไม่ถึง ๑๘ ปี เพื่อเป็นการลดรายจ่ายของผู้ปกครอง,เศรษฐกิจ การคลัง,ทุกภูมิภาค,กค.
ขอให้ยกเลิกด่านตรวจคนเข้าเมืองชั่วคราว จ.สตูล บนเกาะหลีเป๊ะ ต.เกาะสาหร่าย อ.เมืองสตูล,การพาณิชย์,สตูล,มท.
ขอให้รัฐบาลเพิ่มมาตรการในการกวดขันการปฏิบัติงานของเจ้าหน้าที่กรมราชทัณฑ์ และหน่วยงานที่มีหน้าที่และอำนาจเกี่ยวกับการป้องกันการลักลอบเข้าประเทศ ด้วยการลงโทษหัวหน้าส่วนราชการ เพื่อสร้างความเชื่อมั่นให้ประชาชน เนื่องจากปัญหาการแพร่ระบาดในทัณฑสถานและการลักลอบเข้าประเทศของแรงงานต่างด้าวมีจำนวนมากขึ้น,ความมั่นคง,ทุกภูมิภาค,มท.
ขอให้บริหารจัดการค่ายคนงานก่อสร้างที่เปิดเป็นโรงพยาบาลสนามและสถานกักกันโรคท้องที่ใน ต.โสธร อ.เมือง จ.ฉะเชิงเทรา ให้รัดกุมเพื่อไม่ให้บุคลากรทางการแพทย์ติดเชื้อและต้องกักตัวที่บ้าน,สาธารณสุข,ฉะเชิงเทรา,มท.
ขอให้ดูแลและดำเนินการแก้ไขปัญหาค่าน้ำและค่าไฟฟ้าของวัด ซึ่งได้รับผลกระทบจากสถานการณ์การแพร่ระบาดของโควิด-19,ศิลปะ วัฒนธรรม ศาสนา,ทุกภูมิภาค,พศ.
ขอให้หน่วยงานที่เกี่ยวข้องแก้ไขปัญหาความเดือดร้อนของประชาชน จ.นครราชสีมา ในเรื่องปัญหาอุทกภัยที่ส่งผลกระทบให้ถนน ประตูระบายน้ำ ฝายกั้นน้ำ เกิดความเสียหายเป็นจำนวนมาก ดังนั้น จึงขอให้พิจารณาจัดสรรงบประมาณที่ได้จากงบประมาณรายจ่ายงบกลางจากนายกรัฐมนตรี มาดำเนินการแก้ไขปัญหาโดยเร่งด่วน และขอให้รัฐบาลกำกับดูแลส่วนราชการที่รับการจัดสรรงบประมาณในเรื่องการใช้เงินให้ถูกต้องและทั่วถึงในทุกพื้นที่ที่ได้รับความเดือดร้อน,น้ำ,ทุกภูมิภาค,มท.
ขอให้เพิ่มกำลังเจ้าหน้าที่ตำรวจเพื่อดูแลความปลอดภัยในชีวิตและทรัพย์สินของประชาชนในพื้นที่ ต.วาวี อ.แม่สรวย จ.เชียงราย ซึ่งมีเจ้าหน้าที่ตำรวจประจำการที่ตู้ยามเฉพาะในเวลาราชการเพียง ๑ นาย,อาชญากรรม ยาเสพติดและการพนัน,เชียงราย,ตร.
ขอให้ดำเนินการปราบปรามยาเสพติดในพื้นที่ชุมชนโค้งกระเทียม แขวงวัดท่าพระ เขตบางกอกใหญ่ กทม.,อาชญากรรม ยาเสพติดและการพนัน,กรุงเทพมหานคร,ตร.
ตามที่ รมต.นร. (นายเทวัญ ลิปตพัลลภ) ได้ตอบกระทู้ถาม เรื่องปัญหาการบริหารจัดการศาสนสมบัติของวัด ในคราวประชุมวุฒิสภาครั้งที่ ๔ (สมัยสามัญประจำปี ครั้งที่สอง) วันที่ ๒๕ พ.ย. ๖๒ และได้ตอบรับว่าจะนำข้อเสนอไปปรับแก้กฎกระทรวง ฉบับที่ ๒ (พ.ศ. ๒๕๑๑) ออกตามความใน พ.ร.บ.คณะสงฆ์ พ.ศ. ๒๕๐๕ ซึ่งปัจจุบันได้ดำเนินการ ยกร่างแล้ว จึงขอเสนอข้อคิดเห็นและข้อเสนอแนะในการปรับแก้กฎกระทรวงดังกล่าวเพิ่มเติมให้สมบูรณ์ยิ่งขึ้น เพื่อให้ร่างกฎกระทรวงดังกล่าวมีความสมบูรณ์,ศิลปะ วัฒนธรรม ศาสนา,ทุกภูมิภาค,พศ.
ขอให้รัฐบาลตรวจสอบแอปพลิเคชั่นรายงานดัชนีคุณภาพอากาศของประเทศไทย ได้แก่ แอปพลิเคชั่น Air4Thai และแอปพลิเคชั่น Airvisual ที่รายงานคุณภาพอากาศของประเทศไทยมีค่าที่แตกต่างกันทำให้ประชาชนเกิดความสับสน,สิ่งแวดล้อม,ทุกภูมิภาค,ทส.
ขอให้หน่วยงานที่เกี่ยวข้องพิจารณาอนุญาตให้ อบต.วาวี อ.แม่สรวย จ.เชียงราย ซึ่งมีพื้นที่ส่วนใหญ่อยู่ในพื้นที่ป่าสงวนแห่งชาติ ดำเนินการพัฒนาและปรับปรุงโครงการแก้ไขปัญหาความเดือดร้อนให้กับประชาชนที่อาศัยอยู่ในพื้นที่ป่า,ที่ดินทำกิน,เชียงราย,สปน.
(1) ขอให้เร่งดำเนินการจับกุม ป้องกันและปราบปรามผู้ลักลอบตัดสายไฟฟ้า ซึ่งทำให้ไฟฟ้าส่องสว่างถนนดับในพื้นที่ อ.บ้านโป่ง และหลายอำเภอใน จ.ราชบุรี (2) ขอให้ดำเนินการจัดหามาตรการป้องกันและปราบปรามการก่อเหตุยิงปืนกลางเมืองในพื้นที่ อ.บ้านโป่ง จ.ราชบุรี โดยเร่งด่วน,อาชญากรรม ยาเสพติดและการพนัน,ราชบุรี,ตร.
ขอให้ดำเนินโครงการสถานีสูบน้ำด้วยไฟฟ้าพร้อมระบบส่งน้ำบ้านโคกกะจะ – ไม้เค็ด อ.เมืองปราจีนบุรี จ.ปราจีนบุรี เนื่องจากได้รับการร้องเรียนว่า ต.บ้านพระ ต.โคกไม้ลาย และ ต.ไม้เค็ด ประสบปัญหาขาดแคลนน้ำเพื่อทำการเกษตรเนื่องจากไม่มีแหล่งกักเก็บน้ำ โดยเมื่อก่อสร้างโครงการดังกล่าวแล้วเสร็จประชาชนในพื้นที่จะตั้งกลุ่มผู้ใช้น้ำเพื่อบริหารจัดการน้ำ ดูแลเครื่องสูบน้ำและออกค่าใช้กระแสไฟฟ้า เช่นเดียวกับที่ได้มีการดำเนินการใน จ.ปราจีนบุรี แล้ว เช่น สถานีสูบน้ำดงพระราม สถานีสูบน้ำบ้านพระ และสถานีสูบน้ำดงขี้เหล็ก ทั้งนี้ โครงการดังกล่าวได้ผ่านการพิจารณาของผู้อำนวยการโครงการชลประทานปราจีนบุรี และ ผวจ.ปราจีนบุรี แล้วอยู่ระหว่างการพิจารณาอนุมัติงบประมาณจาก กค. ตาม พ.ร.ก.ให้อำนาจกระทรวงการคลังกู้เงินเพื่อแก้ไขปัญหาเยียวยาและฟื้นฟูเศรษฐกิจและสังคมที่ได้รับผลกระทบจากการระบาดของโรคติดเชื้อไวรัสโคโรนา ๒๐๑๙ พ.ศ. ๒๕๖๓ทั้งนี้ วุฒิสภาได้ส่งเรื่องให้ กค. พิจารณาโดยตรงแล้ว,น้ำ,ปราจีนบุรี,สทนช.
ขอให้ก่อสร้างระบบประปา (Water Treatment System) โดยใช้ งบประมาณตามงบกลางรายการเงินสำรองจ่ายเพื่อกรณีฉุกเฉินหรือจำเป็นในอำนาจของรอง นรม. (นายจุรินทร์ ลักษณวิศิษฏ์) โดยเร่งด่วนเพื่อให้ประชาชนในพื้นที่บ้านมะพริก และบ้านหนองดูน ต.ชีทวน อ.เขื่องใน จ. อุบลราชธานี มีน้ำอุปโภคบริโภคที่เพียงพอและมีคุณภาพ เนื่องจากรอง นรม. (นายจุรินทร์ ลักษณวิศิษฏ์) เมื่อครั้งเดินทางไปตรวจราชการที่ จ. อุบลราชธานี จ.ศรีสะเกษ และ จ.อำนาจเจริญ ได้อนุมัติโครงการก่อสร้างระบบประปา (Water Treatment System) ตามบัญชีนวัตกรรมไทยในพื้นที่ ต.ศรีสุข ต.ก่อเอ้ ต.ชีทวน อ.เขื่องใน จ.อุบลราชธานี แต่โครงการดังกล่าวยังไม่เพียงพอ,น้ำ,อุบลราชธานี,มท.
ข้อห่วงกังวลต่อท่าทีของรัฐบาลในการเสนอขึ้นบัญชีกลุ่มป่าแก่งกระจานเป็นมรดกโลกทางธรรมชาติ,ศิลปะ วัฒนธรรม ศาสนา,เพชรบุรี,ทส.
ขอให้ตรวจสอบการจัดทำประชาพิจารณ์คัดค้านการเปลี่ยนยาแผนโบราณเป็นผลิตภัณฑ์สมุนไพรตามพระราชบัญญัติผลิตภัณฑ์สมุนไพร พ.ศ.2562,สาธารณสุข,ทุกภูมิภาค,สปน.
ขอเสนอให้กำหนดมาตรการป้องกันการกระทำทุจริตและการใช้อำนาจเพื่อแสวงหาผลประโยชน์ให้ตนเองหรือพวกพ้อง เพื่อแนะนำและตักเตือนเจ้าหน้าที่ภาครัฐทุกระดับ ผ่านประมวลจริยธรรมโดยเร็ว เพื่อยกระดับคะแนนดัชนีการรับรู้การทุจริต (Corruption Perceptions Index : CPI) ของประเทศไทยให้เป็นไปตามยุทธศาสตร์ชาติ,ผู้มีอิทธิพล การทุจริตและประพฤติมิชอบ,ทุกภูมิภาค,ก.พ.
ขอเสนอให้ ป.ป.ช. จัดให้มีการสัมภาษณ์หัวหน้าหน่วยงานของรัฐที่ได้รับการประเมินคุณธรรมและความโปร่งใสในการดำเนินงานของหน่วยงานภาครัฐ (ITA) อยู่ในระดับ AA เพื่อถอดบทเรียนการปฏิบัติงานให้มีคุณธรรมและโปร่งใส(๒) ขอให้ ป.ป.ช. ให้คำแนะนำแก่หน่วยงานที่ได้รับการประเมิน ITA อยู่ในระดับ AA ให้จัดกิจกรรมส่งเสริมการสร้างคุณธรรมความซื่อตรงเพื่อส่งเสริมวัฒนธรรมการทำงานด้วยความซื่อตรงต่อไป,ผู้มีอิทธิพล การทุจริตและประพฤติมิชอบ,ทุกภูมิภาค,ป.ป.ช.
ขอให้ดำเนินการสอบสวนและสั่งการหรือเร่งรัดให้นายศิริสานนท์ กุลฉวะ นักวิชาการที่ดินชำนาญการ สำนักงานที่ดิน จ.นครพนม สาขาท่าอุเทน ซึ่งได้รับแต่งตั้งเป็นกรรมการและเลขานุการในคณะกรรมการสอบสวนกรณีการเพิกเฉยไม่รายงานผลการสอบสวน ของคณะกรรมการสอบสวนต่ออธิบดีกรมที่ดินซึ่งอาจเป็นการประวิงเวลา เพื่อช่วยเหลือบริษัทเอกชนแห่งหนึ่ง และทำให้ประชาชนไม่สามารถเข้าทำประโยชน์ในที่ดินได้,ผู้มีอิทธิพล การทุจริตและประพฤติมิชอบ,นครพนม,มท.
